CustomerID,Age,Gender,Years_as_Customer,PreferredLoginDevice,PreferredPaymentMode,Total_Spend,Average_Transaction_Amount,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,Num_of_Purchases,NumberOfAddress,Num_of_Returns,Satisfaction_Score,Num_of_Support_Contacts,Complain,Last_Purchase_Days_Ago,CashbackAmount,Email_Opt_In,Promotion_Response,Churn
50595,22,Female,15,Phone,Debit Card,6365.56,448.87,2,3,Laptop & Accessory,51,2,0,1,1,1,185,142,TRUE,Unsubscribed,0
50596,67,Female,9,Phone,Debit Card,2737.97,458.89,2,3,Mobile,51,5,7,2,3,1,294,121,TRUE,Responded,1
50597,68,Male,12,Mobile Phone,Debit Card,9104.87,79.83,3,3,Grocery,70,4,0,2,1,1,277,240,FALSE,Unsubscribed,0
50598,31,Male,15,Computer,CC,7633.32,379.8,,3,Mobile,88,1,8,4,4,0,251,127,TRUE,Ignored,0
50599,48,Male,3,Mobile Phone,Credit Card,770.69,430.53,3,3,Fashion,95,7,9,3,4,0,305,208,FALSE,Unsubscribed,0
50600,63,Female,17,Phone,Credit Card,7860.66,491.72,2,4,Laptop & Accessory,93,2,2,3,0,0,237,144,FALSE,Ignored,0
50601,41,Male,12,Phone,UPI,9698.87,433.35,2,4,Mobile Phone,55,2,4,5,1,1,298,137,TRUE,Ignored,1
50602,52,Female,5,Computer,Debit Card,9430.11,344.63,3,3,Laptop & Accessory,86,2,1,4,1,0,75,141,FALSE,Ignored,0
50603,53,Male,19,Computer,Debit Card,7381.29,144.56,3,3,Mobile Phone,84,2,0,5,3,0,229,111,TRUE,Ignored,0
50604,27,Female,7,Mobile Phone,Cash on Delivery,1323.58,162.61,2,3,Fashion,89,9,1,3,3,0,228,207,TRUE,Unsubscribed,0
50605,44,Female,2,Mobile Phone,Credit Card,5803.16,397.19,2,3,Fashion,48,2,9,4,3,1,171,204,FALSE,Ignored,0
50606,44,Female,5,Mobile Phone,Debit Card,2913.9,213.04,3,1,Fashion,88,1,9,3,1,1,15,214,FALSE,Responded,0
50607,40,Female,8,Phone,CC,9705.11,426.4,3,4,Mobile,46,2,4,4,1,1,287,126,FALSE,Ignored,1
50608,30,Female,8,Computer,CC,7203.11,240.74,2,3,Mobile,63,1,1,1,4,0,176,124,FALSE,Ignored,1
50609,33,Male,17,Mobile Phone,Credit Card,6146.58,336.2,2,1,Laptop & Accessory,11,2,8,1,2,0,193,155,FALSE,Ignored,0
50610,52,Male,3,Phone,Debit Card,6981.37,478.25,3,5,Mobile,95,2,8,3,3,0,355,125,FALSE,Responded,0
50611,44,Male,13,Phone,Debit Card,4435.99,114.02,3,4,Laptop & Accessory,97,3,9,4,2,0,6,142,TRUE,Unsubscribed,0
50612,69,Male,6,Mobile Phone,Debit Card,3790.09,151.36,3,4,Fashion,86,8,2,5,2,0,315,210,TRUE,Ignored,0
50613,56,Female,13,Mobile Phone,Credit Card,9364.42,230.46,2,3,Laptop & Accessory,55,7,1,1,0,0,180,150,TRUE,Unsubscribed,0
50614,64,Female,14,Mobile Phone,Debit Card,3386.08,395.17,3,4,Grocery,95,2,6,5,1,0,207,227,FALSE,Responded,0
50615,34,Female,17,Phone,Debit Card,510.22,411.83,2,3,Laptop & Accessory,7,1,2,1,1,0,225,142,FALSE,Unsubscribed,0
50616,65,Male,7,Phone,UPI,4068.32,411.11,2,3,Mobile Phone,26,2,5,3,4,0,257,139,FALSE,Ignored,0
50617,58,Male,16,Mobile Phone,E wallet,7924.37,170.63,2,3,Others,6,7,3,5,1,0,68,283,FALSE,Responded,0
50618,18,Male,1,Phone,Debit Card,6519.84,53.4,3,3,Mobile,56,5,1,4,0,0,77,124,TRUE,Ignored,0
50619,28,Female,18,Mobile Phone,Debit Card,9625.49,82.88,3,4,Grocery,96,4,7,1,1,1,90,237,FALSE,Unsubscribed,0
50620,29,Female,5,Phone,Credit Card,1151.4,86.17,3,5,Laptop & Accessory,48,6,9,4,3,0,160,148,TRUE,Responded,1
50621,31,Male,14,Computer,Credit Card,9124.31,338.83,3,3,Laptop & Accessory,28,4,8,2,3,1,260,164,TRUE,Unsubscribed,0
50622,25,Female,1,Computer,Debit Card,3751.61,283.56,2,5,Others,90,2,1,5,4,0,236,300,FALSE,Ignored,0
50623,48,Male,14,Mobile Phone,Debit Card,4792.63,98.7,2,3,Laptop & Accessory,34,9,9,1,3,1,328,169,FALSE,Responded,0
50624,24,Male,5,Computer,Credit Card,4341.97,230.9,3,5,Laptop & Accessory,92,9,9,4,0,0,349,150,TRUE,Ignored,1
50625,63,Female,4,Mobile Phone,E wallet,1252.88,259.13,2,5,Others,17,2,0,3,1,0,142,298,FALSE,Unsubscribed,1
50626,48,Female,4,Mobile Phone,Credit Card,2553.18,391.19,2,1,Grocery,17,4,2,2,2,1,176,233,TRUE,Unsubscribed,0
50627,33,Female,3,Computer,Debit Card,7448.49,295.46,3,3,Laptop & Accessory,80,1,0,2,1,0,14,163,FALSE,Unsubscribed,0
50628,59,Female,18,Phone,Debit Card,327.77,194.82,,1,Mobile,95,2,0,4,0,0,143,127,TRUE,Responded,1
50629,56,Female,13,Computer,Credit Card,1425.49,475.21,2,3,Fashion,35,2,1,5,1,1,219,209,FALSE,Unsubscribed,0
50630,61,Female,4,Computer,Debit Card,349.58,256.26,2,4,Mobile,60,1,9,3,1,0,189,123,FALSE,Ignored,0
50631,36,Female,9,Mobile Phone,Debit Card,8588.14,432.16,2,3,Grocery,70,4,5,4,3,0,151,277,TRUE,Unsubscribed,0
50632,25,Female,2,Computer,Credit Card,6211.52,226.42,3,3,Mobile Phone,73,10,4,4,0,0,111,140,TRUE,Unsubscribed,0
50633,46,Male,16,Mobile Phone,E wallet,1782.29,17.33,3,1,Laptop & Accessory,17,1,5,4,3,0,156,197,FALSE,Responded,0
50634,19,Male,10,Mobile Phone,Cash on Delivery,7710.85,305.05,3,3,Fashion,52,4,4,4,4,1,241,219,FALSE,Ignored,0
50635,59,Male,9,Phone,CC,9671.33,403.19,2,3,Mobile,93,2,9,4,4,0,320,122,TRUE,Responded,0
50636,20,Female,11,Computer,E wallet,9352.15,149.09,2,4,Fashion,6,3,2,4,0,0,29,175,TRUE,Responded,0
50637,68,Male,13,Phone,UPI,9223.32,356.11,2,3,Laptop & Accessory,1,8,5,3,0,0,17,148,FALSE,Responded,1
50638,46,Male,13,Computer,Debit Card,177.32,237.1,2,3,Mobile,84,7,4,3,4,1,54,120,FALSE,Unsubscribed,1
50639,32,Female,4,Phone,Debit Card,5931.23,183.48,2,3,Mobile,24,2,6,4,2,1,116,122,TRUE,Unsubscribed,0
50640,55,Male,13,Mobile Phone,Credit Card,2640.66,39.46,3,3,Mobile Phone,31,2,4,3,4,0,150,111,FALSE,Unsubscribed,0
50641,45,Male,9,Computer,UPI,5690.01,184.28,,3,Mobile,39,4,1,1,1,0,91,128,TRUE,Responded,0
50642,54,Male,10,Mobile Phone,Credit Card,3248.5,406.3,3,3,Others,41,3,9,1,4,1,106,292,TRUE,Ignored,0
50643,49,Female,1,Phone,UPI,1621.3,399.93,2,3,Laptop & Accessory,99,4,8,2,4,0,172,141,TRUE,Unsubscribed,0
50644,47,Male,7,Mobile Phone,E wallet,4500.49,422.73,3,3,Laptop & Accessory,82,2,6,1,3,0,192,184,FALSE,Ignored,0
50645,68,Female,9,Computer,CC,5001.45,401.46,3,4,Mobile,16,2,6,2,0,0,333,120,FALSE,Responded,0
50646,64,Male,5,Mobile Phone,Credit Card,9898.68,385.69,2,3,Others,75,10,7,3,3,0,63,296,FALSE,Unsubscribed,0
50647,47,Female,7,Mobile Phone,Debit Card,519.64,418.46,2,4,Fashion,19,7,6,4,3,0,86,207,FALSE,Responded,0
50648,68,Female,13,Computer,CC,3081.44,411.62,,3,Mobile,28,3,0,4,3,0,163,129,TRUE,Unsubscribed,0
50649,51,Female,8,Mobile Phone,Credit Card,8533.75,118.28,2,4,Fashion,52,1,4,1,1,0,135,189,TRUE,Responded,0
50650,30,Male,4,Computer,Credit Card,6630.99,356.56,2,4,Grocery,43,8,3,3,0,0,341,268,TRUE,Ignored,0
50651,50,Male,11,Mobile Phone,Credit Card,8284.16,498.26,3,4,Fashion,79,6,7,5,4,0,57,234,TRUE,Ignored,0
50652,59,Female,18,Computer,E wallet,6636.88,81.1,2,3,Mobile,48,2,9,4,1,1,294,123,TRUE,Unsubscribed,1
50653,34,Female,18,Mobile Phone,Debit Card,7619.41,370.36,2,4,Mobile Phone,82,2,9,3,3,0,272,114,TRUE,Ignored,1
50654,20,Female,18,Phone,Debit Card,4979.93,461.86,3,4,Laptop & Accessory,42,9,2,4,1,1,271,146,TRUE,Ignored,0
50655,26,Male,15,Phone,Debit Card,2128.29,329.35,2,3,Mobile,4,10,9,1,1,1,355,125,FALSE,Unsubscribed,1
50656,69,Male,10,Computer,COD,8119.04,177.58,3,4,Fashion,26,2,6,5,3,0,282,187,TRUE,Responded,1
50657,28,Male,13,Phone,Credit Card,5721.42,339.34,2,4,Mobile Phone,89,2,0,4,3,0,106,140,FALSE,Unsubscribed,0
50658,66,Male,13,Mobile Phone,UPI,1481.1,464.61,2,3,Laptop & Accessory,96,1,2,3,1,0,142,200,FALSE,Ignored,0
50659,44,Female,5,Phone,COD,8068.45,468.32,2,1,Mobile,88,2,6,2,1,0,187,134,TRUE,Ignored,0
50660,45,Female,9,Mobile Phone,Debit Card,9590,434.48,3,4,Fashion,80,1,8,4,0,0,172,188,FALSE,Responded,0
50661,19,Male,10,Mobile Phone,Cash on Delivery,3527.02,282.69,3,3,Fashion,22,5,7,2,0,0,161,203,FALSE,Ignored,0
50662,18,Male,4,Computer,Debit Card,3005.77,290.2,2,5,Mobile Phone,61,2,1,3,3,0,83,146,TRUE,Unsubscribed,0
50663,23,Male,2,Computer,Debit Card,909.57,480.14,3,3,Fashion,30,4,1,4,3,0,335,210,TRUE,Unsubscribed,0
50664,42,Female,7,Phone,UPI,6678.46,334.54,2,3,Laptop & Accessory,23,4,0,5,1,0,295,137,FALSE,Ignored,0
50665,52,Male,14,Mobile Phone,Credit Card,9593.72,19.91,3,4,Fashion,25,10,1,1,2,0,319,205,FALSE,Unsubscribed,1
50666,33,Male,13,Mobile Phone,Debit Card,1446.33,145.74,2,4,Fashion,68,5,4,1,0,0,169,171,TRUE,Responded,0
50667,21,Male,6,Mobile Phone,Cash on Delivery,4903.08,201.35,2,3,Fashion,10,1,1,3,2,1,223,196,TRUE,Unsubscribed,1
50668,64,Female,1,Computer,Credit Card,1072.56,248.53,2,4,Laptop & Accessory,39,2,0,5,1,0,296,145,TRUE,Responded,1
50669,55,Male,8,Phone,Debit Card,437.69,158.8,2,3,Mobile,65,2,3,5,4,0,1,122,TRUE,Ignored,0
50670,61,Male,7,Computer,Debit Card,6678.56,115.07,2,3,Laptop & Accessory,80,1,8,1,4,0,162,178,FALSE,Unsubscribed,0
50671,37,Female,7,Mobile Phone,Debit Card,8690.1,358.19,2,4,Laptop & Accessory,15,3,4,2,4,1,181,167,TRUE,Unsubscribed,0
50672,42,Male,8,Phone,COD,3441.95,92.89,2,3,Mobile Phone,70,2,9,3,4,1,217,137,FALSE,Responded,1
50673,24,Male,19,Phone,CC,8770.08,54.64,2,3,Mobile,82,2,1,5,1,0,209,124,TRUE,Responded,1
50674,38,Male,18,Phone,CC,1258.83,210.92,2,4,Mobile,59,5,4,4,0,1,265,123,TRUE,Responded,1
50675,24,Male,12,Mobile Phone,Credit Card,2455.81,407.16,2,3,Grocery,68,1,6,3,0,0,97,277,FALSE,Unsubscribed,0
50676,46,Male,18,Computer,CC,9025.91,382.53,2,4,Mobile,84,2,4,1,2,0,194,126,TRUE,Ignored,1
50677,69,Male,6,Computer,UPI,5134.25,125.83,2,3,Laptop & Accessory,83,4,2,4,3,1,273,147,TRUE,Ignored,1
50678,24,Female,19,Computer,Debit Card,6121.1,140.78,1,3,Laptop & Accessory,50,1,7,3,4,0,350,143,FALSE,Responded,0
50679,20,Male,18,Computer,Debit Card,476.38,493.7,,4,Mobile,2,4,4,3,0,0,264,130,TRUE,Unsubscribed,0
50680,46,Male,10,Computer,Credit Card,1371.06,46.4,2,1,Grocery,8,3,2,2,1,0,94,269,TRUE,Responded,0
50681,46,Female,13,Computer,Debit Card,652.33,48.54,3,4,Laptop & Accessory,9,2,5,4,3,0,166,156,TRUE,Responded,0
50682,56,Male,18,Mobile Phone,Debit Card,9059.51,54.42,2,3,Fashion,32,8,9,1,2,0,130,204,TRUE,Ignored,0
50683,55,Male,5,Mobile Phone,E wallet,1434.47,168.65,3,4,Fashion,15,1,2,3,2,1,177,187,TRUE,Ignored,0
50684,23,Female,1,Phone,Debit Card,8511.76,384.28,3,3,Mobile,79,5,9,2,0,0,313,125,FALSE,Responded,0
50685,63,Female,4,Mobile Phone,Credit Card,3575.24,446.44,3,3,Fashion,21,1,6,1,1,0,170,177,FALSE,Unsubscribed,0
50686,27,Male,13,Mobile Phone,E wallet,8025.92,466.88,2,3,Grocery,19,4,5,4,1,0,111,275,TRUE,Responded,0
50687,54,Male,16,Mobile Phone,E wallet,3713.93,133.68,2,3,Fashion,36,8,8,1,0,0,360,174,FALSE,Unsubscribed,0
50688,31,Female,6,Computer,Debit Card,2750.07,235.49,2,3,Fashion,45,9,8,4,0,0,17,208,TRUE,Unsubscribed,0
50689,39,Male,8,Computer,Debit Card,1027.24,55.82,2,3,Grocery,32,8,7,1,0,0,299,222,FALSE,Responded,1
50690,49,Male,15,Mobile Phone,Credit Card,2879,282.55,2,4,Others,66,2,8,4,0,0,186,296,TRUE,Responded,0
50691,35,Female,6,Phone,Cash on Delivery,4767.65,13.2,3,4,Mobile,91,2,8,3,1,1,126,121,TRUE,Responded,0
50692,53,Male,18,Computer,Debit Card,8193.34,235.22,3,3,Laptop & Accessory,25,21,0,4,1,0,165,168,TRUE,Unsubscribed,0
50693,63,Male,19,Computer,Debit Card,4579.9,490.4,3,3,Laptop & Accessory,39,3,1,1,0,0,283,178,FALSE,Responded,0
50694,69,Male,19,Computer,Debit Card,9717.21,78.81,,1,Mobile,42,1,9,5,1,0,289,128,FALSE,Unsubscribed,0
50695,26,Male,18,Phone,Debit Card,5462.17,113.27,3,4,Mobile,96,1,9,1,2,0,21,132,TRUE,Unsubscribed,0
50696,43,Male,2,Computer,E wallet,346.96,146.05,2,3,Laptop & Accessory,57,2,7,1,1,0,171,150,FALSE,Unsubscribed,0
50697,39,Male,11,Mobile Phone,Cash on Delivery,4212.14,434.73,2,4,Grocery,76,7,8,1,1,0,190,231,TRUE,Unsubscribed,0
50698,63,Male,18,Computer,Debit Card,6920.1,446.1,3,3,Laptop & Accessory,60,3,5,5,3,0,138,140,TRUE,Ignored,0
50699,55,Female,10,Computer,Debit Card,2419.49,473.19,3,3,Mobile,36,1,2,1,1,0,275,133,TRUE,Unsubscribed,0
50700,40,Male,5,Phone,Credit Card,7016.44,131.72,2,5,Laptop & Accessory,76,5,8,1,0,0,338,143,FALSE,Responded,0
50701,34,Male,9,Mobile Phone,Credit Card,5086.6,232.21,3,4,Laptop & Accessory,48,2,8,3,0,1,119,151,FALSE,Responded,0
50702,43,Male,19,Phone,UPI,354.8,197.18,,1,Mobile,50,2,7,2,0,0,20,128,TRUE,Responded,0
50703,64,Male,6,Computer,Debit Card,7766.09,301.97,,4,Mobile,30,2,3,5,4,1,191,127,FALSE,Unsubscribed,0
50704,55,Male,8,Computer,CC,5647.7,155.02,3,3,Mobile Phone,51,2,6,5,1,0,282,119,TRUE,Responded,1
50705,19,Female,2,Mobile Phone,E wallet,916.69,416.22,3,3,Laptop & Accessory,11,1,0,1,3,1,140,182,FALSE,Unsubscribed,1
50706,23,Male,18,Phone,Debit Card,4804.62,454.01,2,3,Mobile Phone,43,4,5,5,0,1,292,148,FALSE,Responded,0
50707,24,Male,16,Computer,CC,2944.2,450.99,3,3,Mobile,27,2,0,5,0,0,357,126,TRUE,Unsubscribed,1
50708,30,Female,8,Mobile Phone,Credit Card,8808.85,138.96,2,4,Laptop & Accessory,76,8,9,4,4,0,180,157,TRUE,Ignored,0
50709,44,Male,17,Phone,Debit Card,2920.78,247.4,2,4,Mobile,58,2,1,2,2,0,285,125,TRUE,Ignored,0
50710,28,Female,18,Mobile Phone,Debit Card,9422.7,273.55,3,3,Laptop & Accessory,72,2,8,5,4,0,227,157,TRUE,Ignored,0
50711,32,Male,7,Phone,COD,5506.71,485.26,3,3,Mobile Phone,97,2,3,2,0,0,95,143,TRUE,Unsubscribed,0
50712,26,Female,9,Mobile Phone,Debit Card,3303.78,224.58,2,4,Fashion,92,2,6,5,0,0,93,173,FALSE,Ignored,1
50713,25,Female,7,Computer,Credit Card,8154.1,44.21,2,3,Fashion,8,10,9,3,1,0,326,235,TRUE,Ignored,0
50714,63,Male,3,Computer,Debit Card,7004.26,325.27,2,3,Grocery,56,1,4,2,2,1,88,238,TRUE,Ignored,1
50715,23,Male,6,Mobile Phone,E wallet,4198.23,95.49,2,3,Laptop & Accessory,85,8,0,4,0,0,347,152,FALSE,Responded,0
50716,65,Male,5,Phone,CC,6333.22,188.94,2,4,Mobile,18,7,3,5,3,0,277,123,TRUE,Unsubscribed,0
50717,60,Male,3,Phone,Credit Card,7807.98,263.86,2,3,Mobile Phone,75,9,3,1,0,0,67,136,FALSE,Unsubscribed,0
50718,21,Female,14,Phone,Debit Card,8530.42,481.76,3,3,Mobile,93,2,5,5,4,1,17,125,FALSE,Responded,1
50719,28,Male,18,Phone,Credit Card,8182.49,88.23,2,1,Mobile Phone,71,2,6,5,4,0,244,144,FALSE,Unsubscribed,0
50720,68,Male,7,Mobile Phone,E wallet,1744.16,427.42,3,4,Laptop & Accessory,57,2,0,5,1,0,348,166,TRUE,Responded,0
50721,45,Female,11,Computer,Credit Card,8301.06,19.2,3,4,Laptop & Accessory,29,4,5,2,0,1,54,144,TRUE,Unsubscribed,0
50722,43,Male,14,Mobile Phone,Debit Card,680.43,33.47,2,4,Fashion,17,3,4,5,0,0,200,203,TRUE,Unsubscribed,0
50723,21,Male,16,Computer,Credit Card,2081.69,244.94,3,4,Laptop & Accessory,62,1,9,2,1,0,228,153,TRUE,Responded,0
50724,32,Male,16,Computer,UPI,6266.97,290.46,2,4,Mobile,69,2,0,4,0,0,166,124,TRUE,Unsubscribed,0
50725,36,Female,4,Mobile Phone,E wallet,1235.46,102.61,2,5,Laptop & Accessory,70,9,2,3,2,0,39,153,FALSE,Unsubscribed,1
50726,23,Female,16,Computer,Debit Card,6073.14,100.67,,3,Mobile,89,2,4,3,1,0,139,128,TRUE,Responded,0
50727,22,Female,8,Mobile Phone,Cash on Delivery,3148.86,362.66,3,3,Others,45,5,5,3,1,0,35,299,TRUE,Unsubscribed,0
50728,35,Female,9,Phone,CC,4351.72,161.13,,3,Mobile,55,2,1,5,2,0,341,131,FALSE,Ignored,0
50729,23,Male,5,Phone,Debit Card,3220,358.03,2,3,Mobile,33,2,0,2,3,0,271,126,FALSE,Responded,0
50730,48,Female,18,Phone,Credit Card,794.72,263.57,2,3,Mobile Phone,77,5,7,3,0,1,31,145,FALSE,Ignored,0
50731,42,Female,13,Mobile Phone,Debit Card,5057.51,189.8,2,4,Laptop & Accessory,56,2,6,4,0,0,55,165,FALSE,Unsubscribed,0
50732,21,Male,15,Phone,Debit Card,9639.63,32.43,,4,Mobile,66,2,3,3,3,0,90,130,FALSE,Ignored,0
50733,23,Male,10,Phone,Debit Card,6156.66,486.53,,3,Mobile,13,2,8,5,4,1,167,129,TRUE,Ignored,1
50734,58,Female,5,Mobile Phone,Credit Card,3070.32,196.21,2,3,Others,26,4,1,1,1,0,225,286,FALSE,Unsubscribed,0
50735,54,Female,4,Phone,Debit Card,9565.88,396.92,3,5,Mobile,65,1,2,3,1,1,354,122,FALSE,Unsubscribed,0
50736,67,Male,19,Computer,Debit Card,3953.45,174.98,,4,Mobile,70,1,6,5,4,1,276,129,FALSE,Responded,1
50737,42,Female,15,Mobile Phone,E wallet,7005.43,449.91,3,3,Grocery,77,9,0,5,2,0,340,270,TRUE,Unsubscribed,0
50738,51,Male,8,Computer,Debit Card,6377.72,45.34,3,5,Mobile,31,3,5,1,4,0,230,123,TRUE,Ignored,0
50739,36,Male,5,Phone,UPI,9533.82,147.88,2,3,Mobile Phone,41,2,4,3,2,0,255,136,FALSE,Unsubscribed,0
50740,51,Male,9,Computer,Debit Card,9154.57,267.84,3,4,Mobile,18,7,0,3,1,0,54,121,FALSE,Unsubscribed,1
50741,32,Male,17,Phone,Debit Card,1565.24,310.36,3,3,Laptop & Accessory,29,9,5,4,0,0,201,141,FALSE,Ignored,0
50742,67,Male,8,Computer,Credit Card,948.29,325.29,3,3,Laptop & Accessory,29,6,8,5,2,0,133,143,TRUE,Responded,0
50743,25,Female,14,Computer,Credit Card,8115.46,202.03,1,3,Grocery,12,3,6,3,1,0,166,279,FALSE,Responded,0
50744,61,Male,12,Phone,CC,9058.94,317.56,3,4,Mobile,94,2,2,3,1,0,359,132,TRUE,Ignored,0
50745,64,Male,9,Mobile Phone,Debit Card,4980.44,434.45,2,3,Others,66,6,2,2,2,0,90,291,TRUE,Responded,0
50746,66,Male,16,Mobile Phone,Debit Card,6938.54,420.66,3,3,Laptop & Accessory,1,4,3,1,3,1,247,190,FALSE,Ignored,0
50747,51,Female,1,Phone,Debit Card,790.9,133.62,3,3,Mobile,51,2,6,4,2,0,38,122,TRUE,Responded,1
50748,35,Female,1,Computer,Credit Card,2276.06,30.38,2,3,Laptop & Accessory,28,2,2,1,1,0,317,145,TRUE,Unsubscribed,0
50749,47,Male,10,Phone,Debit Card,1578.82,127.43,,5,Mobile,57,2,2,2,0,0,231,127,FALSE,Unsubscribed,0
50750,30,Male,12,Phone,Debit Card,6051.49,411.56,2,3,Laptop & Accessory,80,2,7,2,4,0,117,135,FALSE,Ignored,0
50751,64,Male,3,Phone,UPI,2055.64,332.87,2,3,Laptop & Accessory,53,2,8,2,3,0,280,145,FALSE,Unsubscribed,0
50752,50,Male,1,Phone,E wallet,692.48,71.01,,1,Mobile,17,2,6,3,1,0,122,127,TRUE,Responded,0
50753,52,Male,8,Mobile Phone,COD,3091.85,90.5,2,3,Laptop & Accessory,91,3,0,1,0,0,334,174,TRUE,Responded,0
50754,69,Male,16,Computer,Credit Card,6804.4,139.92,3,1,Laptop & Accessory,78,8,8,1,3,0,161,163,FALSE,Responded,0
50755,41,Male,6,Mobile Phone,E wallet,5820.85,428.6,2,1,Laptop & Accessory,26,1,0,5,0,1,21,152,FALSE,Responded,0
50756,43,Female,11,Computer,UPI,3374.18,205,,4,Mobile,24,2,8,3,1,0,285,127,TRUE,Unsubscribed,0
50757,64,Female,14,Computer,Debit Card,8351.44,176.43,2,3,Laptop & Accessory,61,5,0,4,0,1,114,150,FALSE,Responded,0
50758,68,Female,13,Mobile Phone,Cash on Delivery,2835.06,120.57,3,5,Fashion,72,3,9,4,1,1,244,203,TRUE,Responded,0
50759,61,Male,4,Phone,CC,2679.42,340.22,,3,Mobile,20,1,9,5,0,0,65,128,FALSE,Responded,0
50760,59,Female,2,Mobile Phone,COD,5643.48,484.34,2,4,Laptop & Accessory,66,8,4,2,0,0,338,169,FALSE,Unsubscribed,0
50761,64,Male,3,Phone,Debit Card,4834.33,48.88,2,3,Laptop & Accessory,63,1,7,3,3,0,81,150,FALSE,Responded,0
50762,18,Male,7,Phone,Credit Card,4515.13,256.34,3,3,Mobile Phone,41,1,7,1,4,1,214,136,TRUE,Responded,0
50763,30,Female,18,Computer,Credit Card,1642.28,452.25,2,3,Fashion,69,4,7,5,3,1,330,232,TRUE,Unsubscribed,0
50764,27,Female,14,Computer,E wallet,5096,141.11,3,4,Fashion,16,5,0,1,2,1,117,204,TRUE,Responded,0
50765,36,Male,10,Phone,Debit Card,2664.29,176.13,2,3,Mobile,22,2,3,1,2,1,108,122,TRUE,Unsubscribed,0
50766,22,Female,10,Computer,Debit Card,3982.58,251.79,2,3,Fashion,20,8,2,1,1,0,323,205,FALSE,Responded,0
50767,25,Female,6,Mobile Phone,Debit Card,7362.35,78.66,3,1,Mobile,29,2,4,2,0,0,130,120,FALSE,Ignored,0
50768,21,Female,15,Computer,CC,9374.94,403.85,3,4,Mobile Phone,98,2,5,4,3,1,130,119,FALSE,Responded,1
50769,66,Female,16,Phone,Debit Card,7761.24,133.39,3,3,Mobile Phone,11,2,5,2,0,0,360,138,TRUE,Responded,0
50770,30,Male,8,Mobile Phone,Debit Card,4115.78,38.82,2,3,Grocery,25,4,2,2,4,0,215,278,TRUE,Responded,0
50771,55,Male,5,Mobile Phone,Credit Card,5971.03,335.73,3,3,Laptop & Accessory,26,2,4,4,0,1,127,168,TRUE,Responded,0
50772,63,Female,4,Mobile Phone,Credit Card,7490.33,277.2,3,4,Laptop & Accessory,54,2,8,4,1,0,331,168,TRUE,Ignored,0
50773,66,Female,8,Mobile Phone,Debit Card,4200.79,465.52,2,4,Laptop & Accessory,8,6,0,5,3,0,133,152,TRUE,Ignored,0
50774,63,Male,10,Mobile Phone,Debit Card,3666.46,393.49,3,5,Others,21,4,0,2,2,0,46,297,FALSE,Unsubscribed,0
50775,36,Male,10,Mobile Phone,Credit Card,1438.91,27.65,2,4,Others,88,3,1,3,4,0,312,287,TRUE,Unsubscribed,0
50776,69,Male,8,Computer,COD,7388.98,269.6,2,3,Mobile Phone,63,2,4,1,0,0,88,137,TRUE,Unsubscribed,0
50777,67,Male,12,Phone,COD,8401.24,435.24,3,1,Mobile,63,6,9,3,4,0,64,126,TRUE,Ignored,0
50778,25,Male,7,Phone,Debit Card,3234.19,18.98,3,3,Mobile,79,2,1,3,4,0,113,125,TRUE,Ignored,0
50779,44,Male,14,Mobile Phone,Debit Card,7856.73,193,2,3,Laptop & Accessory,16,2,3,3,4,1,329,166,TRUE,Unsubscribed,0
50780,67,Male,3,Mobile Phone,Debit Card,6141.11,418.21,3,4,Others,5,7,8,4,4,0,291,283,TRUE,Unsubscribed,0
50781,64,Female,8,Mobile Phone,Debit Card,7862.42,132.17,2,4,Grocery,95,4,8,5,3,0,302,261,TRUE,Ignored,0
50782,47,Female,4,Phone,COD,4172.24,15.97,2,1,Mobile,97,1,3,2,4,0,164,126,FALSE,Responded,0
50783,21,Male,13,Mobile Phone,E wallet,7501.01,176.88,2,3,Others,86,8,5,4,4,0,187,282,FALSE,Unsubscribed,0
50784,28,Male,1,Mobile Phone,E wallet,4144.24,26.95,2,1,Fashion,2,1,8,5,3,1,189,184,FALSE,Unsubscribed,0
50785,38,Female,6,Phone,Debit Card,978.7,458.69,,1,Mobile,51,2,2,5,1,1,183,130,FALSE,Unsubscribed,0
50786,60,Male,1,Mobile Phone,Debit Card,5550.73,427.86,2,3,Mobile Phone,24,2,3,5,2,0,24,112,TRUE,Responded,0
50787,19,Male,4,Computer,Debit Card,4597.85,216.74,3,5,Mobile Phone,65,2,8,5,2,1,356,111,FALSE,Ignored,1
50788,38,Male,11,Phone,Debit Card,2603.51,209.83,,3,Mobile,15,2,0,1,4,1,121,129,TRUE,Responded,0
50789,34,Female,18,Mobile Phone,E wallet,8931.92,489.92,3,5,Others,92,3,5,1,4,1,93,288,FALSE,Responded,1
50790,60,Male,17,Computer,Credit Card,3890.25,249.74,2,4,Grocery,78,2,8,4,2,1,37,236,TRUE,Responded,0
50791,68,Female,9,Computer,Debit Card,487.35,223.98,2,4,Mobile,38,2,0,2,0,0,91,126,TRUE,Ignored,1
50792,46,Female,19,Mobile Phone,E wallet,3883.14,206.23,2,4,Others,53,3,0,2,0,0,149,288,FALSE,Ignored,0
50793,44,Female,16,Phone,E wallet,4302.65,165.67,2,3,Laptop & Accessory,99,1,0,4,4,1,216,145,FALSE,Responded,0
